ARM,ETR,Deficit,Excedente,PRECIPITACAO,TEMPERATURA
33.96529149311754,2.46653897741189,2.7195693291154415,0.0,0.0675767,25.6816
31.983528872732293,2.127660620385247,2.5270961704104797,0.0,0.145898,25.354
34.729380735466926,2.8202181372653685,0.0,0.0,5.56607,24.4755
41.02258751466187,4.335993220805055,0.0,0.0,10.6292,24.8889
38.7096155808603,2.3129719338015704,2.039637781414574,0.0,0.0,26.7
51.65447792309352,2.0551376577667746,0.0,0.0,15.0,24.7
53.19808610466103,2.0563918184324965,0.0,0.0,3.6,24.7
60.59332179642003,2.704764308241,0.0,0.0,10.1,26.2
57.68382056088173,2.9095012355383005,0.7810955885456043,0.0,0.0,27.3
55.01365055332547,2.6701700075562584,0.8844836163725733,0.0,0.0,27.4
51.3257983741231,3.687852179202366,1.5162349406522093,0.0,0.0,27.9
47.25797871725651,4.06781965686659,2.125081590142493,0.0,0.0,28.1
44.23371248922501,3.0242662280315002,1.9358045521080873,0.0,0.0,27.7
40.94998735748214,3.2837251317428766,2.5014540773666853,0.0,0.0,28.0
37.76360467011998,3.186382687362155,2.8890449765375985,0.0,0.0,27.6
34.429962823198544,3.333641846921438,3.597753289020628,0.0,0.0,28.1
31.615357292526888,2.814605530671656,3.581709826543136,0.0,0.0,28.7
29.166202923570626,2.449154368956261,3.59827473118754,0.0,0.0,28.2
27.649611967078425,1.5165909564922018,2.4883273442285185,0.0,0.0,27.2
27.57383831696437,5.475773650114055,0.13004570003053662,0.0,5.4,29.2
25.156051050611307,2.417787266353063,4.464885490181199,0.0,0.0,27.5685
23.042446587459125,2.113604463152182,4.468429073740053,0.0,0.0,29.6
20.868917782390536,2.173528805068589,5.2572577687384285,0.0,0.0,28.3
19.81982190931641,1.0490958730741262,2.8192782098592075,0.0,0.0,27.1
19.20071547755251,2.6191064317638997,1.7610186179892295,0.0,2.0,27.2
17.85986871560592,1.3408467619465902,4.088502097346313,0.0,0.0,27.8
16.325326365636155,1.5345423499697652,5.203349495476441,0.0,0.0,27.5
15.196842983148441,1.1284833824877136,4.243763537207263,0.0,0.0,28.4
14.609516061180086,2.187326921968355,2.368768557717521,0.0,1.6,28.5
13.506389093508107,1.1031269676719795,4.78514266222631,0.0,0.0,29.4
12.212221242684759,1.2941678508233476,6.26025575968144,0.0,0.0,29.6
10.965601919082053,1.2466193236027063,6.828924420696811,0.0,0.0,30.0
9.970376568725465,0.9952253503565878,6.140643762200271,0.0,0.0,30.1
9.133276358085695,0.83710021063977,5.739939807078467,0.0,0.0,29.0
8.176349743133068,0.9569266149526268,7.343974174463927,0.0,0.0,29.7
7.191193182585268,0.9851565605478001,8.643996021478545,0.0,0.0,29.7
6.854038331294191,0.3371548512910767,3.2642770692830445,0.0,0.0,28.0
6.3074817952625475,1.5465565360316438,5.686056013200411,0.0,1.0,29.0
5.791601988479617,0.5158798067829302,5.883688697744849,0.0,0.0,29.4
5.245762678372062,0.5458393101075556,6.878282697093624,0.0,0.0,29.5
4.626365308042548,0.6193973703295139,8.80428608175246,0.0,0.0,30.1
4.158668470054437,0.467696837988111,7.525547068274884,0.0,0.0,30.0
4.580199962175399,5.178468507879037,0.0,0.0,5.6,28.6
4.08293473481619,0.4972652273592093,8.122231980802676,0.0,0.0,29.1
3.7726263618013225,0.31030837301486747,5.61803820110627,0.0,0.0,28.7
3.3789162948027363,0.39371006699858624,7.872517785091823,0.0,0.0,28.9
3.0730752889842314,0.3058410058185048,6.809877912122161,0.0,0.0,28.8
2.8792426127129436,1.1938326762712879,4.692530209272972,0.0,1.0,28.2
2.6784830954794043,0.20075951723353924,5.219989437934086,0.0,0.0,29.0
2.4203131529840034,0.25816994249540093,7.3433569029995045,0.0,0.0,30.0
3.5639111969734265,2.6564019560105767,0.0,0.0,3.8,27.3
43.5292472412598,5.8346639557136255,0.0,0.0,45.8,28.1
39.113406444037686,4.415840797222117,3.6067425912335445,0.0,0.0,29.0
36.64876058275326,2.464645861284424,2.4167796833766877,0.0,0.0,27.4
34.13772542847642,4.1110351542768395,2.8122038291332343,0.0,1.6,29.0
30.66858097383545,3.469144454640972,4.568184107554609,0.0,0.0,29.1
28.43694860054896,3.0316323732864907,3.4345728397260267,0.0,0.8,28.6
26.150726762904952,2.286221837644007,3.999702495891704,0.0,0.0,29.6
23.343282842104607,2.8074439208003454,5.710134493529694,0.0,0.0,29.5
20.708686667278563,2.6345961748260436,6.347104725717811,0.0,0.0,30.4
19.312425220220437,1.3962614470581265,3.839081711586428,0.0,0.0,29.1
18.708490714001574,0.603934506218863,1.778906459007966,0.0,0.0,28.5
17.777406441350667,0.9310842726509065,2.8975997035889822,0.0,0.0,27.8
24.92503629329235,0.8523701480583176,0.0,0.0,8.0,25.7
25.521638618833013,3.6033976744593397,0.0,0.0,4.2,28.0
25.2581167431816,1.2635218756514135,0.5149111025451814,0.0,1.0,27.1
34.444779528756385,2.6133372144252176,0.0,0.0,11.8,28.2
33.75119693669638,0.6935825920600038,0.8320349231291781,0.0,0.0,26.9
31.667319667800907,2.083877268895474,2.695922056535477,0.0,0.0,27.5
30.3055781702015,1.3617414975994073,1.934765768184767,0.0,0.0,27.0
59.53934937077588,5.166228799425615,0.0,0.0,34.4,27.6
59.32439574780504,5.014953622970839,0.056307210699874766,0.0,4.8,26.7
53.749695453516985,5.574700294288057,1.8264958909380509,0.0,0.0,27.8
47.470746551638356,6.278948901878628,3.037876730253421,0.0,0.0,27.3
43.477208644780305,3.9935379068580517,2.597221917551881,0.0,0.0,27.5
47.49203102525867,2.785177619521638,0.0,0.0,6.8,25.9
74.44776325856907,3.244267766689593,0.0,0.0,30.2,26.3
70.2583225462848,4.1894407122842665,0.15448005275096666,0.0,0.0,27.7
67.60487540681169,2.6534471394731156,0.23395309220464577,0.0,0.0,27.1
70.87230201193822,3.9325733948734722,0.0,0.0,7.2,28.1646
75.0,2.71816304587025,0.0,0.554138966067967,7.4,27.2
71.27226122878452,3.727738771215485,0.09582909534713835,0.0,0.0,27.9
70.26375306025524,2.008508168529275,0.06032781869228687,0.0,1.0,25.9
75.0,4.4892475556343,0.0,2.77450550462094,12.0,26.8
69.51043373974393,5.489566260256069,0.21127722586360598,0.0,0.0,26.7
65.94652576599854,3.963907973745387,0.3835422085361828,0.0,0.4,27.5
63.57775702786158,2.368768738136964,0.37477034049826763,0.0,0.0,25.9
67.03540846081776,3.5423485670438173,0.0,0.0,7.0,26.6
61.72031070093704,5.315097759880722,0.8804949471146504,0.0,0.0,27.6
57.709699829091846,4.010610871845195,1.0284736916602784,0.0,0.0,27.5
54.9912021484921,2.7184976805997465,0.9004065074885497,0.0,0.0,27.7
51.218326918260885,3.7728752302312145,1.557809460849053,0.0,0.0,28.1
46.37322539400182,4.845101524259064,2.6080356153141615,0.0,0.0,27.2
42.17237292310025,4.200852470901573,2.9209163172665287,0.0,0.0,27.8
39.71823127050676,2.454141652593485,2.0424854732592115,0.0,0.0,28.3
37.056014927654736,2.6622163428520267,2.5412554157218814,0.0,0.0,27.9
34.528787324692175,2.5272276029625615,2.7705694077319896,0.0,0.0,27.6
75.0,2.9250350838124066,0.0,11.00375224087977,54.4,26.5
72.38572259253824,2.6142774074617563,0.04665024393712436,0.0,0.0,27.2
67.35010232713596,5.035620265402287,0.37222893424066505,0.0,0.0,27.9
62.82348662793841,4.526615699197549,0.6915413814041171,0.0,0.0,28.0
59.806078091976325,3.0174085359620832,0.6742188381969854,0.0,0.0,27.3
55.8775070389713,3.9285710530050224,1.1673321088968844,0.0,0.0,28.3
52.714330373492785,3.1631766654785167,1.207416718653902,0.0,0.0,27.4
48.82362999046603,4.890700383026754,1.8597690220099725,0.0,1.0,28.1
46.03739481588371,3.3862351745823234,1.6207963072735825,0.0,0.6,27.1
43.76866193664027,2.268732879243437,1.5214608668629541,0.0,0.0,27.0
41.66712011511586,2.501541821524414,1.5888893585313197,0.0,0.4,27.3
39.22716746871754,2.839952646398318,2.085755622347197,0.0,0.4,27.4
38.371255097616796,2.255912371100743,0.798658152036626,0.0,1.4,26.9
35.62698239135798,2.744272706258819,2.8211271186522664,0.0,0.0,27.3
33.2520246471435,2.374957744214477,2.799114222464005,0.0,0.0,27.8
30.158531803289854,3.093492843853646,4.230091796063521,0.0,0.0,28.3
28.002328190989708,2.1562036123001462,3.4073117848919985,0.0,0.0,28.3
25.877189733243327,2.125138457746381,3.7942951187613314,0.0,0.0,28.5
25.169186401883803,0.7080033313595244,1.3726009840705302,0.0,0.0,27.8
22.800722496435544,2.368463905448259,5.043655639977657,0.0,0.0,26.7314
21.025878178526497,1.7748443179090465,4.303024477903846,0.0,0.0,26.5483
19.614989825425756,1.4595117531007415,3.798605072415639,0.0,0.0486234,27.0203
18.864594371760347,5.846385453665408,2.1751452507172706,0.0,5.09599,27.0038
72.5825288644705,3.4820655072898505,0.0,0.0,57.2,27.6
69.21826511869766,3.3642637457728455,0.19519643092002115,0.0,0.0,27.5
65.93888050516563,3.279384613532031,0.36085397961796195,0.0,0.0,26.9
61.2159450683577,4.72293543680793,0.8511068711620853,0.0,0.0,28.2
58.16123601721347,3.054709051144229,0.7844367664591756,0.0,0.0,28.0
55.362545110307614,3.798690906905854,0.8999941642537355,0.0,1.0,27.4
51.51752410996133,3.8450210003462857,1.553573521894946,0.0,0.0,27.0
48.17628892429252,3.3412351856688076,1.6878939229773007,0.0,0.0,27.8
46.45947270918227,1.7168162151102493,1.0046781143908232,0.0,0.0,27.3
43.13689556424675,3.322577144935522,2.2425504631893913,0.0,0.0,27.2
40.48048875576584,2.956406808480909,2.1104865095271164,0.0,0.3,27.8
37.40681377345202,3.0736749823138183,2.848866864929212,0.0,0.0,28.2
36.60257131885661,3.0042424545954107,0.8258361751048215,0.0,2.2,26.8
34.62805934185033,1.97451197700628,2.184551185907469,0.0,0.0,27.4
32.062037584267784,3.166021757582547,3.208349483193412,0.0,0.6,28.2
29.976564419786033,2.0854731644817512,2.958787595547162,0.0,0.0,28.0
27.040025238611555,2.936539181174478,4.795788754973165,0.0,0.0,29.2
25.658384308947802,3.5816409296637532,2.551943523324897,0.0,2.2,28.0
23.45054592620654,2.2078383827412615,4.540407876648762,0.0,0.0,27.9
21.454742210928476,1.9958037152780648,4.675301686447048,0.0,0.0,28.2
19.797302666458354,1.6574395444701224,4.372560724016179,0.0,0.0,28.4
18.3863003649232,1.4110023015351523,4.134487013587657,0.0,0.0,26.9
17.346365670845376,1.0399346940778251,3.3267774726054498,0.0,0.0,27.3
16.049055536628433,1.2973101342169429,4.532665634903847,0.0,0.0,27.9
15.018483940330919,1.0305715962975146,3.947050723424449,0.0,0.0,27.3
14.331965095741388,0.6865188445895303,2.8226817413645597,0.0,0.0,28.4
13.838671160369172,0.49329393537221655,2.1336135303809036,0.0,0.0,27.5
13.244061630397619,0.594609529971553,2.6992148217900747,0.0,0.0,28.5
15.929134541193367,2.514927089204252,0.0,0.0,5.2,27.5
21.08342490267307,6.245709638520299,0.0,0.0,11.4,27.9
19.55776623883577,1.525658663837298,4.107945675394886,0.0,0.0,28.2
17.893342636238074,1.6644236025976973,5.006356425848617,0.0,0.0,28.4
16.64452333867943,1.2488192975586436,4.177242467023907,0.0,0.0,27.8
15.298858817090464,1.3456645215889669,4.97706011926368,0.0,0.0,27.6
14.418036329191763,0.8808224878987012,3.5665494727199913,0.0,0.0,27.1
13.351482478394628,1.0665538507971348,4.697385144580254,0.0,0.0,27.5
12.688979035376853,0.6625034430177745,3.1545166715141724,0.0,0.0,27.4
11.817585493547107,0.8713935418297467,4.464489414082086,0.0,0.0,27.6
10.9810526606548,0.8365328328923063,4.669773361569883,0.0,0.0,27.9
10.183767073120503,0.7972855875342972,4.855937892874017,0.0,0.0,26.9
9.399526959531787,0.7842401135887158,5.225931730806157,0.0,0.0,27.8
8.684124744730228,0.7154022148015589,5.221803866435057,0.0,0.0,27.8
8.246975553275295,0.4371491914549335,3.436607054265386,0.0,0.0,27.4
7.6334922433457795,0.6134833099295154,5.184098736213785,0.0,0.0,27.9
9.901800264507928,2.3316919788378505,0.0,0.0,4.6,27.2
9.211545644161278,0.69025462034665,4.729164899961137,0.0,0.0,27.2
8.624838140306402,0.5867075038548766,4.3491521589754445,0.0,0.0,27.0
8.083299326207717,0.5415388140986845,4.32191679294637,0.0,0.0,26.8
7.62007419405485,0.5632251321528668,3.962826010523719,0.0,0.1,27.5
7.1499615649931965,0.47011262906165374,4.30582176376713,0.0,0.0,27.9
6.825570205281344,0.3243913597118526,3.157940917048246,0.0,0.0,26.9
6.10903826982704,0.716531935454304,7.601457514180554,0.0,0.0,26.1647
5.497531232230623,0.6115070375964171,7.298760478433398,0.0,0.0,26.0991
4.939867676059202,0.5576635561714207,7.464379942488871,0.0,0.0,26.9762
4.376998077972828,0.8744795980863742,8.510287316613697,0.0,0.31161,27.2428
3.7864443925534372,0.6024097854193905,10.279623464817615,0.0,0.0118561,27.3817
3.2671036479807927,0.5193407445726446,10.544926697952716,0.0,0.0,26.8887
2.892773326911032,0.3743303210697606,8.752283718033823,0.0,0.0,25.9721
2.4873221650999278,0.4054511618111043,10.920221932151179,0.0,0.0,26.5523
2.161552737625321,0.3257694274746066,10.202721019487823,0.0,0.0,26.0574
1.8936056374277426,0.2679471001975786,9.65785793553857,0.0,0.0,25.4909
1.6796760805783584,0.2139295568493842,8.77720474287634,0.0,0.0,25.6819
1.4673314163545381,0.22448506422382025,9.924323659330797,0.0,0.0121404,26.9049
1.2914860507674208,0.17584536558711727,9.39804378208052,0.0,0.0,25.973
1.119566807403885,0.17191924336353592,10.541958354954811,0.0,0.0,26.7508
0.9549493032867002,0.16461750411718468,11.763296760319754,0.0,0.0,25.8612
0.8837586614988333,0.07119064178786694,5.739377020553599,0.0,0.0,27.3
0.805233662472706,0.0785249990261273,6.900338908626762,0.0,0.0,26.9
0.7354945009385223,0.06973916153418369,6.724468527815534,0.0,0.0,26.9
0.6876805263699867,0.047813974568535644,4.993587362996594,0.0,0.0,26.9
0.6360806801491519,0.0515998462208348,5.798322754338675,0.0,0.0,27.8
0.5928538002725674,0.04322687987658447,5.235091981322611,0.0,0.0,26.9
0.5570248352389002,0.03582896503366717,4.639521006711394,0.0,0.0,27.7
0.5127516817908138,0.044273153448086466,6.1670880624730025,0.0,0.0,27.3
0.47488968309008445,0.037861998700729316,5.715323947923854,0.0,0.0,27.9
0.4307571091540909,0.04413257393599357,7.271228791048892,0.0,0.0,27.5
0.38537891541102287,0.04537819374306801,8.30342179960997,0.0,0.0,27.8
0.3646943344636571,0.02068458094736575,4.11687666273386,0.0,0.0,27.1
0.3309906959655604,0.03370363849809671,7.238993620875561,0.0,0.0,27.6
0.29855234745717385,0.03243834850838656,7.703435173501204,0.0,0.0,28.6
0.2717008533525688,0.026851494104605023,7.041420651350428,0.0,0.0,27.8
0.2478630522879988,0.023837801064570036,6.863057605799662,0.0,0.0,27.0
0.2246625920196599,0.023200460268338885,7.3475519989956135,0.0,0.0,27.9
0.20677083602392962,0.017891755995730285,6.206251594661675,0.0,0.0,26.9
0.18874647715316722,0.018024358870762397,6.822454425692575,0.0,0.0,27.2
0.17210919767431232,0.016637279478854905,6.904031092845859,0.0,0.0,27.6
0.15820775078624166,0.013901446888070657,6.302605891321067,0.0,0.0,27.6
0.14794362831102578,0.010264122475215881,5.020566100663672,0.0,0.0,27.5
0.13684096428637993,0.011102664024645853,5.839790174649818,0.0,0.0,27.7
0.12644220490589062,0.010398759380489314,5.917157341759169,0.0,0.0,28.0
0.11827787080012261,0.008164334105768,4.997983072048443,0.0,0.0,27.8223
0.11188253421601645,0.006395336584106168,4.162642728076942,0.0,0.0,26.9
0.10451527158145807,0.0073672626345583775,5.101356663271141,0.0,0.0,27.7
0.09879031707516077,0.0057249545062973,4.2192954673055665,0.0,0.0,27.7
0.09134896598727207,0.007441351087888695,5.866005982955749,0.0,0.0,27.6
0.0855987321504454,0.005750233836826671,4.870486651675666,0.0,0.0,27.9
0.07923473282325208,0.006363999327193323,5.787815246373184,0.0,0.0,28.0
0.07310738419599533,0.006127348627256751,6.030275535493223,0.0,0.0,28.7
0.06970833806227283,0.003399046133722494,3.5673088165669307,0.0,0.0,28.1
0.06469930872418646,0.0050090293380863765,5.587697572123715,0.0,0.0,28.0
0.05996031679001879,0.004738991934167665,5.7003280492160435,0.0,0.0,27.4
0.05517471133294923,0.004785605457069561,6.233582116462599,0.0,0.0,28.4
0.051166928514142666,0.004007782818806566,5.651841547013606,0.0,0.0,27.6
0.04712913149965195,0.004037797014490717,6.161118419049833,0.0,0.0,28.6
0.04325500151053192,0.003874129989120033,6.429509203876655,0.0,0.0,28.4
0.04003812534442734,0.003216876166104575,5.792838231785717,0.0,0.0,28.4
0.03664466828020858,0.0033934570642187648,6.63892099519737,0.0,0.0,28.4
0.03386149032045111,0.0027831779597574657,5.921433158938647,0.0,0.0,28.4
0.030228701953824686,0.003632788366626425,8.507856291363272,0.0,0.0,28.9
0.027478963394179125,0.0027497385596455606,7.150084592300138,0.0,0.0,28.8
0.025178224750220333,0.0023007386439587926,6.555790813443956,0.0,0.0,28.4
0.023020937382597185,0.002157287367623148,6.715997782826678,0.0,0.0,28.6
0.02152459605473509,0.0014963413278620934,5.039091584693133,0.0,0.0,28.1
0.0192099113228515,0.002314684731883593,8.53042955786067,0.0,0.0,29.7
0.01665879090648224,0.002551120416369259,10.68407146272021,0.0,0.0,27.1919
0.015227287375814212,0.0014315035306680275,6.737244921773071,0.0,0.0,28.4
0.014065341200918305,0.0011619461748959073,5.951988549981578,0.0,0.0,28.5
0.013015981874908503,0.0010493593260098022,5.814129874634164,0.0,0.0,27.7
0.011994864264260175,0.0010211176106483272,6.126433671704404,0.0,0.0,27.7
0.010483816830124148,0.0015110474341360272,10.096921422482957,0.0,0.0,29.3
0.009528092223384809,0.0009557246067393391,7.168166980345241,0.0,0.0,28.6
0.008531110244562412,0.0009969819788223973,8.288378058627314,0.0,0.0,28.9
0.007808246716149187,0.0007228635284132244,6.639706950139722,0.0,0.0,28.4
0.007172609473900382,0.0006356372422488049,6.367682966575458,0.0,0.0,27.8
0.00667824724642142,0.0004943622274789627,5.355553155499174,0.0,0.0,27.7
0.006131969332214618,0.0005462779142068018,6.399924106913502,0.0,0.0,27.7
0.005634994348736922,0.0004969749834776958,6.338489159187355,0.0,0.0,28.7
0.005076148888214805,0.0005588454605221175,7.832685908307504,0.0,0.0,28.4
0.004665045903474474,0.00041110298474033094,6.333729421834722,0.0,0.0,28.8
0.004232260542570533,0.00043278536090394105,7.301673465895066,0.0,0.0,28.9
0.003913031228956443,0.0003192293136140894,5.881475784848084,0.0,0.0,28.6
0.003527244941969879,0.00038578628698656423,7.784256275850551,0.0,0.0,29.3
0.0031415096043984976,0.00038573533757138134,8.685637744805044,0.0,0.0,29.7
0.002899523084658838,0.00024198651973965975,6.011546529891007,0.0,0.0,28.7
0.0026177148292733806,0.0002818082553854573,7.668058338263798,0.0,0.0,28.6
0.00248054587559786,0.0001371689536755205,4.03659439590558,0.0,0.0,28.2
0.00231077978723981,0.00016976608835805006,5.316850929970638,0.0,0.0,28.7
0.002129283265426704,0.00018149652181310592,6.13478923953232,0.0,0.0,28.7
0.001917838053722846,0.000211445211703858,7.843805309689733,0.0,0.0,28.5
0.001772287062641089,0.00014555099108175718,5.919431921140084,0.0,0.0,28.5
0.0016392415687482955,0.00013304549389279345,5.852654067491327,0.0,0.0,28.6
0.0015230733270627564,0.00011616824168553903,5.512643149682149,0.0,0.0,28.7
0.0013983151853358751,0.0001247581417268813,6.409536218529351,0.0,0.0,29.7
0.0012743797115508924,0.00012393547378498275,6.9605145676542985,0.0,0.0,28.5
0.0011819567950123165,9.242291653857593e-05,5.646522098081584,0.0,0.0,28.4
0.0010889057355431327,9.305105946918373e-05,6.149763416566493,0.0,0.0,28.7
0.0010128573329344394,7.604840260869335e-05,5.429766487943509,0.0,0.0,28.8
0.0009322880033289387,8.056932960550072e-05,6.216585036028543,0.0,0.0,28.8
0.0008813637768735458,5.092422645539289e-05,4.21279875793777,0.0,0.0,28.3
0.0007974538472597266,8.390992961381915e-05,7.503403071966789,0.0,0.0,28.9
0.0007238509761907938,7.360287106893278e-05,7.262808197230125,0.0,0.0,28.4
0.0006350464720376179,8.880450415317597e-05,9.816462946669603,0.0,0.0,29.5
0.0005820570385580196,5.2989433479598276e-05,6.534677000680304,0.0,0.0,29.3
0.0005203693999690825,6.16876385889371e-05,8.402151067122734,0.0,0.0,29.7
0.000485461094583333,3.490830538574951e-05,5.207949652803807,0.0,0.0,29.1
0.00043751119771152973,4.794989687180326e-05,7.799715765622913,0.0,0.0,28.9
0.0004045124725648132,3.299872514671656e-05,5.881446728214194,0.0,0.0,29.0
0.00036340336718324013,4.1109105381573045e-05,8.03764505471995,0.0,0.0,29.0
0.00032206805239566225,4.133531478757788e-05,9.056250337496403,0.0,0.0,29.0022
0.0002915254472461135,3.054260514954874e-05,7.472636944347235,0.0,0.0,29.6
0.0002548973313938179,3.6628115852295614e-05,10.069947681850998,0.0,0.0,29.2
0.00023203186023246805,2.286547116134985e-05,7.048938480047161,0.0,0.0,28.8
0.0002089511084223283,2.3080751810139753e-05,7.858056710806839,0.0,0.0,29.7
0.00018892700359505316,2.002410482727514e-05,7.555448289448108,0.0,0.0,28.9
0.00017078095243113433,1.814605116391883e-05,7.5734039049008555,0.0,0.0,29.7
0.00015209837560498264,1.8682576826151685e-05,8.689049016416574,0.0,0.0,28.2637
0.00013672110934242828,1.5377266262554362e-05,7.993812123535603,0.0,0.0,29.1
0.00012400218814625656,1.2718921196171721e-05,7.323282852897868,0.0,0.0,29.0
0.00011226245962411304,1.1739728522143522e-05,7.459465193958732,0.0,0.0,29.0
9.887055021773398e-05,1.3391909406379053e-05,9.527093986954561,0.0,0.0,29.2
8.91910301958537e-05,9.67952002188028e-06,7.727311178148678,0.0,0.0,29.2
8.27909400882046e-05,6.400090107649105e-06,5.584631600455536,0.0,0.0,28.8
7.405499679379177e-05,8.735943294412826e-06,8.363287696251904,0.0,0.0,28.8
6.646372656813941e-05,7.591270225652363e-06,8.11136866246661,0.0,0.0,28.7
6.083347187317975e-05,5.630254694959661e-06,6.638707268368066,0.0,0.0,27.9
5.5827148915973e-05,5.006322957206753e-06,6.440985314267661,0.0,0.0,29.1
5.1401934249544186e-05,4.4252146664288105e-06,6.193832153095664,0.0,0.0,28.0
4.788830338877143e-05,3.5136308607727586e-06,5.310335230988997,0.0,0.0,27.3
4.601081949082324e-05,1.8774838979481896e-06,2.9996014713337376,0.0,0.0,27.8
4.345790642118629e-05,2.5529130696369464e-06,4.281280499479765,0.0,0.0,28.2
3.895290928196744e-05,4.504997139218854e-06,8.207945909647831,0.0,0.0,29.7
3.49690192436125e-05,3.98389003835494e-06,8.091817808287605,0.0,0.0,29.5
3.131439770224567e-05,3.6546215413668252e-06,8.278835552513417,0.0,0.0,29.2
2.8432369344094576e-05,2.8820283581510974e-06,7.241226155879307,0.0,0.0,29.6
2.458089338893625e-05,3.851475955158326e-06,10.916907057075479,0.0,0.0,27.79
2.2049820724695357e-05,2.531072664240893e-06,8.149870833180481,0.0,0.0,29.8
2.1144448894518517e-05,9.053718301768397e-07,3.1445288971752716,0.0,0.0,29.8
1.915461533791479e-05,1.9898335566037263e-06,7.412526337063805,0.0,0.0,29.0
1.7977129951785207e-05,1.1774853861295836e-06,4.75824666621615,0.0,0.0,28.2
1.6283773086351717e-05,1.6933568654334906e-06,7.419845509336972,0.0,0.0,29.7
1.4964335012970308e-05,1.3194380733814087e-06,6.337453051933561,0.0,0.0,28.5
1.3163873115479345e-05,1.8004618974909633e-06,9.614511590605103,0.0,0.0,30.0
1.2035588078034585e-05,1.1282850374447597e-06,6.720618241161729,0.0,0.0,29.6
1.071246089778118e-05,1.3231271802534052e-06,8.734521196050888,0.0,0.0,29.8
9.454658049865756e-06,1.257802847915424e-06,9.367506120393324,0.0,0.0,30.0
8.385118578615126e-06,1.0695394712506297e-06,9.003673815139921,0.0,0.0,30.3
7.463881969786237e-06,9.212366088288891e-07,8.728715586934044,0.0,0.0,30.1
6.7610975020253585e-06,7.027844677608786e-07,7.416780865220904,0.0,0.0,29.7
6.347176968976353e-06,4.139205330490053e-07,4.738131111774004,0.0,0.0,29.1
5.824103382567831e-06,5.230735864085221e-07,6.450380504972928,0.0,0.0,29.1
5.269136080789368e-06,5.549673017784627e-07,7.510397766673521,0.0,0.0,29.0
4.853710918038453e-06,0.7000004154251627,6.159214643728595,0.0,0.7,28.2
4.381907133395216e-06,4.718037846432373e-07,7.66946217190003,0.0,0.0,28.9
4.06936837332475e-06,3.1253876007046633e-07,5.549718559164833,0.0,0.0,28.0
3.796387193947921e-06,0.7000002729811793,5.207843766223345,0.0,0.7,27.6
3.5040270093651363e-06,2.9236018458278486e-07,6.010274322330834,0.0,0.0,28.2
13.353459072327762,3.646544431699247,0.0,0.0,17.0,27.6
13.07192251290333,0.881536559424433,1.3166269986323327,0.0,0.6,27.1
11.87652287608507,1.5953996368182586,5.997327349900949,0.0,0.4,29.4
10.59917675060762,1.2773461254774503,7.256697686779695,0.0,0.0,29.4
10.006774984980717,0.5924017656269029,3.721146057220902,0.0,0.0,27.4
9.988518842978845,7.618256142001872,0.11869718735488011,0.0,7.6,29.5
8.92700710004168,1.0615117429371654,7.365123019110426,0.0,0.0,29.7
8.008432996496746,0.918574103544934,7.225381633864577,0.0,0.0,29.8
7.332388386941229,0.6760446095555164,5.938491214052779,0.0,0.0,28.7
6.691165458931584,0.6412229280096451,6.222269470937952,0.0,0.0,28.8
6.174583830155118,0.516581628776466,5.509412153134756,0.0,0.0,29.7
5.580673339796539,0.5939104903585788,6.990992883812538,0.0,0.0,27.4
